genus,gonality,torsion,ranks,scrollar invariants,ak,bk,n,ell
7,3,"[0, 2, 2, 2, 2, 0]","[0, 1, 2, 4, 5]","{0: 0, 1: 4, 2: 9}",2,2,4,3
7,3,"[0, 0, 2, 2, 2, 0]","[0, 1, 2, 3, 5]","{0: 0, 1: 4, 2: 9}",2,3,4,4
7,3,"[0, 3, 0, 2, 2, 0]","[0, 1, 2, 3, 5]","{0: 0, 1: 4, 2: 9}",2,4,4,4
7,3,"[0, 3, 3, 0, 2, 0]","[0, 1, 2, 3, 5]","{0: 0, 1: 4, 2: 9}",2,5,4,4
7,3,"[0, 3, 3, 3, 0, 0]","[0, 1, 2, 3, 5]","{0: 0, 1: 4, 2: 9}",2,6,4,4
7,3,"[2, 0, 2, 2, 2, 0]","[0, 1, 2, 4, 5]","{0: 0, 1: 4, 2: 9}",3,3,4,3
7,3,"[2, 0, 0, 2, 2, 0]","[0, 1, 2, 3, 5]","{0: 0, 1: 4, 2: 9}",3,4,4,4
7,3,"[2, 0, 3, 0, 2, 0]","[0, 1, 2, 3, 5]","{0: 0, 1: 4, 2: 9}",3,5,4,4
7,3,"[2, 0, 3, 3, 0, 0]","[0, 1, 2, 3, 5]","{0: 0, 1: 4, 2: 9}",3,6,4,4
7,3,"[2, 2, 0, 2, 2, 0]","[0, 1, 2, 4, 5]","{0: 0, 1: 4, 2: 9}",4,4,4,3
7,3,"[2, 2, 0, 0, 2, 0]","[0, 1, 2, 3, 5]","{0: 0, 1: 4, 2: 9}",4,5,4,4
7,3,"[2, 2, 0, 3, 0, 0]","[0, 1, 2, 3, 5]","{0: 0, 1: 4, 2: 9}",4,6,4,4
7,3,"[2, 2, 2, 0, 2, 0]","[0, 1, 2, 4, 5]","{0: 0, 1: 4, 2: 9}",5,5,4,3
7,3,"[2, 2, 2, 0, 0, 0]","[0, 1, 2, 3, 5]","{0: 0, 1: 4, 2: 9}",5,6,4,4
7,3,"[2, 2, 2, 2, 0, 0]","[0, 1, 2, 4, 5]","{0: 0, 1: 4, 2: 9}",6,6,4,3
