genus,gonality,torsion,ranks,scrollar invariants,ak,bk,n,ell
15,3,"[0, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 0]","[0, 1, 2, 4, 5, 7, 8, 10, 11, 13, 15]","{0: 0, 1: 6, 2: 17}",2,2,10,3
15,3,"[0, 0, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 0]","[0, 1, 2, 3, 5, 6, 8, 9, 11, 12]","{0: 0, 1: 7, 2: 17}",2,3,9,4
15,3,"[0, 3, 0, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 0]","[0, 1, 2, 3, 5, 6, 8, 9, 11, 12]","{0: 0, 1: 7, 2: 17}",2,4,9,4
15,3,"[0, 3, 3, 0, 2, 2, 2, 2, 2, 2, 2, 2, 2, 0]","[0, 1, 2, 3, 4, 6, 7, 9, 10, 12]","{0: 0, 1: 7, 2: 17}",2,5,9,5
15,3,"[0, 3, 3, 3, 0, 2, 2, 2, 2, 2, 2, 2, 2, 0]","[0, 1, 2, 3, 4, 6, 7, 9, 10, 12]","{0: 0, 1: 7, 2: 17}",2,6,9,5
15,3,"[0, 3, 3, 3, 3, 0, 2, 2, 2, 2, 2, 2, 2, 0]","[0, 1, 2, 3, 4, 5, 7, 8, 10, 12]","{0: 0, 1: 7, 2: 17}",2,7,9,6
15,3,"[0, 3, 3, 3, 3, 3, 0, 2, 2, 2, 2, 2, 2, 0]","[0, 1, 2, 3, 4, 5, 7, 8, 10, 12]","{0: 0, 1: 7, 2: 17}",2,8,9,6
15,3,"[0, 3, 3, 3, 3, 3, 3, 0, 2, 2, 2, 2, 2, 0]","[0, 1, 2, 3, 4, 5, 6, 8, 9]","{0: 0, 1: 8, 2: 17}",2,9,8,7
15,3,"[0, 3, 3, 3, 3, 3, 3, 3, 0, 2, 2, 2, 2, 0]","[0, 1, 2, 3, 4, 5, 6, 8, 9]","{0: 0, 1: 8, 2: 17}",2,10,8,7
15,3,"[0, 3, 3, 3, 3, 3, 3, 3, 3, 0, 2, 2, 2, 0]","[0, 1, 2, 3, 4, 5, 6, 7, 9]","{0: 0, 1: 8, 2: 17}",2,11,8,8
