genus,gonality,torsion,ranks,scrollar invariants,ak,bk,n,ell
18,3,"[0, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 0]","[0, 1, 2, 4, 5, 7, 8, 10, 11, 13, 14, 16, 18]","{0: 0, 1: 7, 2: 20}",2,2,12,3
18,3,"[0, 0, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 0]","[0, 1, 2, 3, 5, 6, 8, 9, 11, 12, 14, 15]","{0: 0, 1: 8, 2: 20}",2,3,11,4
18,3,"[0, 3, 0, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 0]","[0, 1, 2, 3, 5, 6, 8, 9, 11, 12, 14, 15]","{0: 0, 1: 8, 2: 20}",2,4,11,4
18,3,"[0, 3, 3, 0, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 0]","[0, 1, 2, 3, 4, 6, 7, 9, 10, 12, 13, 15]","{0: 0, 1: 8, 2: 20}",2,5,11,5
18,3,"[0, 3, 3, 3, 0, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 0]","[0, 1, 2, 3, 4, 6, 7, 9, 10, 12, 13, 15]","{0: 0, 1: 8, 2: 20}",2,6,11,5
18,3,"[0, 3, 3, 3, 3, 0, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 0]","[0, 1, 2, 3, 4, 5, 7, 8, 10, 11, 13, 15]","{0: 0, 1: 8, 2: 20}",2,7,11,6
18,3,"[0, 3, 3, 3, 3, 3, 0, 2, 2, 2, 2, 2, 2, 2, 2, 2, 0]","[0, 1, 2, 3, 4, 5, 7, 8, 10, 11, 13, 15]","{0: 0, 1: 8, 2: 20}",2,8,11,6
18,3,"[0, 3, 3, 3, 3, 3, 3, 0, 2, 2, 2, 2, 2, 2, 2, 2, 0]","[0, 1, 2, 3, 4, 5, 6, 8, 9, 11, 12]","{0: 0, 1: 9, 2: 20}",2,9,10,7
18,3,"[0, 3, 3, 3, 3, 3, 3, 3, 0, 2, 2, 2, 2, 2, 2, 2, 0]","[0, 1, 2, 3, 4, 5, 6, 8, 9, 11, 12]","{0: 0, 1: 9, 2: 20}",2,10,10,7
18,3,"[0, 3, 3, 3, 3, 3, 3, 3, 3, 0, 2, 2, 2, 2, 2, 2, 0]","[0, 1, 2, 3, 4, 5, 6, 7, 9, 10, 12]","{0: 0, 1: 9, 2: 20}",2,11,10,8
18,3,"[0, 3, 3, 3, 3, 3, 3, 3, 3, 3, 0, 2, 2, 2, 2, 2, 0]","[0, 1, 2, 3, 4, 5, 6, 7, 9, 10, 12]","{0: 0, 1: 9, 2: 20}",2,12,10,8
18,3,"[0, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 0, 2, 2, 2, 2, 0]","[0, 1, 2, 3, 4, 5, 6, 7, 8, 10, 12]","{0: 0, 1: 9, 2: 20}",2,13,10,9
