genus,gonality,torsion,ranks,scrollar invariants,ak,bk,n,ell
12,3,"[2, 0, 2, 2, 2, 2, 2, 2, 2, 2, 0]","[0, 1, 2, 4, 5, 7, 8, 10, 12]","{0: 0, 1: 5, 2: 14}",3,3,8,3
12,3,"[2, 0, 0, 2, 2, 2, 2, 2, 2, 2, 0]","[0, 1, 2, 3, 5, 6, 8, 9]","{0: 0, 1: 6, 2: 14}",3,4,7,4
12,3,"[2, 0, 3, 0, 2, 2, 2, 2, 2, 2, 0]","[0, 1, 2, 3, 4, 6, 7, 9]","{0: 0, 1: 6, 2: 14}",3,5,7,5
12,3,"[2, 0, 3, 3, 0, 2, 2, 2, 2, 2, 0]","[0, 1, 2, 3, 4, 6, 7, 9]","{0: 0, 1: 6, 2: 14}",3,6,7,5
12,3,"[2, 0, 3, 3, 3, 0, 2, 2, 2, 2, 0]","[0, 1, 2, 3, 4, 5, 7, 9]","{0: 0, 1: 6, 2: 14}",3,7,7,6
12,3,"[2, 0, 3, 3, 3, 3, 0, 2, 2, 2, 0]","[0, 1, 2, 3, 4, 5, 7, 9]","{0: 0, 1: 6, 2: 14}",3,8,7,6
12,3,"[2, 0, 3, 3, 3, 3, 3, 0, 2, 2, 0]","[0, 1, 2, 3, 4, 5, 6]","{0: 0, 1: 7, 2: 14}",3,9,6,6
12,3,"[2, 0, 3, 3, 3, 3, 3, 3, 0, 2, 0]","[0, 1, 2, 3, 4, 5, 6]","{0: 0, 1: 7, 2: 14}",3,10,6,6
12,3,"[2, 0, 3, 3, 3, 3, 3, 3, 3, 0, 0]","[0, 1, 2, 3, 4, 5, 6]","{0: 0, 1: 7, 2: 14}",3,11,6,6
12,3,"[2, 2, 0, 2, 2, 2, 2, 2, 2, 2, 0]","[0, 1, 2, 4, 5, 7, 8, 10, 12]","{0: 0, 1: 5, 2: 14}",4,4,8,3
12,3,"[2, 2, 0, 0, 2, 2, 2, 2, 2, 2, 0]","[0, 1, 2, 3, 5, 6, 8, 9]","{0: 0, 1: 6, 2: 14}",4,5,7,4
12,3,"[2, 2, 0, 3, 0, 2, 2, 2, 2, 2, 0]","[0, 1, 2, 3, 4, 6, 7, 9]","{0: 0, 1: 6, 2: 14}",4,6,7,5
12,3,"[2, 2, 0, 3, 3, 0, 2, 2, 2, 2, 0]","[0, 1, 2, 3, 4, 5, 7, 9]","{0: 0, 1: 6, 2: 14}",4,7,7,6
12,3,"[2, 2, 0, 3, 3, 3, 0, 2, 2, 2, 0]","[0, 1, 2, 3, 4, 5, 7, 9]","{0: 0, 1: 6, 2: 14}",4,8,7,6
12,3,"[2, 2, 0, 3, 3, 3, 3, 0, 2, 2, 0]","[0, 1, 2, 3, 4, 5, 6]","{0: 0, 1: 7, 2: 14}",4,9,6,6
12,3,"[2, 2, 0, 3, 3, 3, 3, 3, 0, 2, 0]","[0, 1, 2, 3, 4, 5, 6]","{0: 0, 1: 7, 2: 14}",4,10,6,6
12,3,"[2, 2, 0, 3, 3, 3, 3, 3, 3, 0, 0]","[0, 1, 2, 3, 4, 5, 6]","{0: 0, 1: 7, 2: 14}",4,11,6,6
12,3,"[2, 2, 2, 0, 2, 2, 2, 2, 2, 2, 0]","[0, 1, 2, 4, 5, 7, 8, 10, 12]","{0: 0, 1: 5, 2: 14}",5,5,8,3
12,3,"[2, 2, 2, 0, 0, 2, 2, 2, 2, 2, 0]","[0, 1, 2, 3, 5, 6, 8, 9]","{0: 0, 1: 6, 2: 14}",5,6,7,4
12,3,"[2, 2, 2, 0, 3, 0, 2, 2, 2, 2, 0]","[0, 1, 2, 3, 4, 6, 7, 9]","{0: 0, 1: 6, 2: 14}",5,7,7,5
12,3,"[2, 2, 2, 0, 3, 3, 0, 2, 2, 2, 0]","[0, 1, 2, 3, 4, 5, 7, 9]","{0: 0, 1: 6, 2: 14}",5,8,7,6
12,3,"[2, 2, 2, 0, 3, 3, 3, 0, 2, 2, 0]","[0, 1, 2, 3, 4, 5, 7, 9]","{0: 0, 1: 6, 2: 14}",5,9,7,6
12,3,"[2, 2, 2, 0, 3, 3, 3, 3, 0, 2, 0]","[0, 1, 2, 3, 4, 5, 7, 9]","{0: 0, 1: 6, 2: 14}",5,10,7,6
12,3,"[2, 2, 2, 0, 3, 3, 3, 3, 3, 0, 0]","[0, 1, 2, 3, 4, 5, 7, 9]","{0: 0, 1: 6, 2: 14}",5,11,7,6
12,3,"[2, 2, 2, 2, 0, 2, 2, 2, 2, 2, 0]","[0, 1, 2, 4, 5, 7, 8, 10, 12]","{0: 0, 1: 5, 2: 14}",6,6,8,3
12,3,"[2, 2, 2, 2, 0, 0, 2, 2, 2, 2, 0]","[0, 1, 2, 3, 5, 6, 8, 9]","{0: 0, 1: 6, 2: 14}",6,7,7,4
12,3,"[2, 2, 2, 2, 0, 3, 0, 2, 2, 2, 0]","[0, 1, 2, 3, 4, 6, 7, 9]","{0: 0, 1: 6, 2: 14}",6,8,7,5
12,3,"[2, 2, 2, 2, 0, 3, 3, 0, 2, 2, 0]","[0, 1, 2, 3, 4, 5, 7, 9]","{0: 0, 1: 6, 2: 14}",6,9,7,6
12,3,"[2, 2, 2, 2, 0, 3, 3, 3, 0, 2, 0]","[0, 1, 2, 3, 4, 5, 7, 9]","{0: 0, 1: 6, 2: 14}",6,10,7,6
12,3,"[2, 2, 2, 2, 0, 3, 3, 3, 3, 0, 0]","[0, 1, 2, 3, 4, 5, 7, 9]","{0: 0, 1: 6, 2: 14}",6,11,7,6
12,3,"[2, 2, 2, 2, 2, 0, 2, 2, 2, 2, 0]","[0, 1, 2, 4, 5, 7, 8, 10, 12]","{0: 0, 1: 5, 2: 14}",7,7,8,3
12,3,"[2, 2, 2, 2, 2, 0, 0, 2, 2, 2, 0]","[0, 1, 2, 3, 5, 6, 8, 9]","{0: 0, 1: 6, 2: 14}",7,8,7,4
12,3,"[2, 2, 2, 2, 2, 0, 3, 0, 2, 2, 0]","[0, 1, 2, 3, 4, 6, 7, 9]","{0: 0, 1: 6, 2: 14}",7,9,7,5
12,3,"[2, 2, 2, 2, 2, 0, 3, 3, 0, 2, 0]","[0, 1, 2, 3, 4, 6, 7, 9]","{0: 0, 1: 6, 2: 14}",7,10,7,5
12,3,"[2, 2, 2, 2, 2, 0, 3, 3, 3, 0, 0]","[0, 1, 2, 3, 4, 6, 7, 9]","{0: 0, 1: 6, 2: 14}",7,11,7,5
12,3,"[2, 2, 2, 2, 2, 2, 0, 2, 2, 2, 0]","[0, 1, 2, 4, 5, 7, 8, 10, 12]","{0: 0, 1: 5, 2: 14}",8,8,8,3
12,3,"[2, 2, 2, 2, 2, 2, 0, 0, 2, 2, 0]","[0, 1, 2, 3, 5, 6, 8, 9]","{0: 0, 1: 6, 2: 14}",8,9,7,4
12,3,"[2, 2, 2, 2, 2, 2, 0, 3, 0, 2, 0]","[0, 1, 2, 3, 4, 6, 7, 9]","{0: 0, 1: 6, 2: 14}",8,10,7,5
12,3,"[2, 2, 2, 2, 2, 2, 0, 3, 3, 0, 0]","[0, 1, 2, 3, 4, 6, 7, 9]","{0: 0, 1: 6, 2: 14}",8,11,7,5
12,3,"[2, 2, 2, 2, 2, 2, 2, 0, 2, 2, 0]","[0, 1, 2, 4, 5, 7, 8, 10, 12]","{0: 0, 1: 5, 2: 14}",9,9,8,3
12,3,"[2, 2, 2, 2, 2, 2, 2, 0, 0, 2, 0]","[0, 1, 2, 3, 5, 6, 8, 9]","{0: 0, 1: 6, 2: 14}",9,10,7,4
12,3,"[2, 2, 2, 2, 2, 2, 2, 0, 3, 0, 0]","[0, 1, 2, 3, 5, 6, 8, 9]","{0: 0, 1: 6, 2: 14}",9,11,7,4
12,3,"[2, 2, 2, 2, 2, 2, 2, 2, 0, 2, 0]","[0, 1, 2, 4, 5, 7, 8, 10, 12]","{0: 0, 1: 5, 2: 14}",10,10,8,3
12,3,"[2, 2, 2, 2, 2, 2, 2, 2, 0, 0, 0]","[0, 1, 2, 3, 5, 6, 8, 9]","{0: 0, 1: 6, 2: 14}",10,11,7,4
12,3,"[2, 2, 2, 2, 2, 2, 2, 2, 2, 0, 0]","[0, 1, 2, 4, 5, 7, 8, 10, 12]","{0: 0, 1: 5, 2: 14}",11,11,8,3
