genus,gonality,torsion,ranks,scrollar invariants,ak,bk,n,ell
8,3,"[0, 2, 2, 2, 2, 2, 0]","[0, 1, 2, 4, 5, 7]","{0: 0, 1: 4, 2: 10}",2,2,5,3
8,3,"[0, 0, 2, 2, 2, 2, 0]","[0, 1, 2, 3, 5, 7]","{0: 0, 1: 4, 2: 10}",2,3,5,4
8,3,"[0, 3, 0, 2, 2, 2, 0]","[0, 1, 2, 3, 5, 7]","{0: 0, 1: 4, 2: 10}",2,4,5,4
8,3,"[0, 3, 3, 0, 2, 2, 0]","[0, 1, 2, 3, 4]","{0: 0, 1: 5, 2: 10}",2,5,4,4
8,3,"[0, 3, 3, 3, 0, 2, 0]","[0, 1, 2, 3, 4]","{0: 0, 1: 5, 2: 10}",2,6,4,4
8,3,"[0, 3, 3, 3, 3, 0, 0]","[0, 1, 2, 3, 4]","{0: 0, 1: 5, 2: 10}",2,7,4,4
8,3,"[2, 0, 2, 2, 2, 2, 0]","[0, 1, 2, 4, 5, 7]","{0: 0, 1: 4, 2: 10}",3,3,5,3
8,3,"[2, 0, 0, 2, 2, 2, 0]","[0, 1, 2, 3, 5, 7]","{0: 0, 1: 4, 2: 10}",3,4,5,4
8,3,"[2, 0, 3, 0, 2, 2, 0]","[0, 1, 2, 3, 4]","{0: 0, 1: 5, 2: 10}",3,5,4,4
8,3,"[2, 0, 3, 3, 0, 2, 0]","[0, 1, 2, 3, 4]","{0: 0, 1: 5, 2: 10}",3,6,4,4
8,3,"[2, 0, 3, 3, 3, 0, 0]","[0, 1, 2, 3, 4]","{0: 0, 1: 5, 2: 10}",3,7,4,4
8,3,"[2, 2, 0, 2, 2, 2, 0]","[0, 1, 2, 4, 5, 7]","{0: 0, 1: 4, 2: 10}",4,4,5,3
8,3,"[2, 2, 0, 0, 2, 2, 0]","[0, 1, 2, 3, 5, 7]","{0: 0, 1: 4, 2: 10}",4,5,5,4
8,3,"[2, 2, 0, 3, 0, 2, 0]","[0, 1, 2, 3, 4]","{0: 0, 1: 5, 2: 10}",4,6,4,4
8,3,"[2, 2, 0, 3, 3, 0, 0]","[0, 1, 2, 3, 4]","{0: 0, 1: 5, 2: 10}",4,7,4,4
8,3,"[2, 2, 2, 0, 2, 2, 0]","[0, 1, 2, 4, 5, 7]","{0: 0, 1: 4, 2: 10}",5,5,5,3
8,3,"[2, 2, 2, 0, 0, 2, 0]","[0, 1, 2, 3, 5, 7]","{0: 0, 1: 4, 2: 10}",5,6,5,4
8,3,"[2, 2, 2, 0, 3, 0, 0]","[0, 1, 2, 3, 5, 7]","{0: 0, 1: 4, 2: 10}",5,7,5,4
8,3,"[2, 2, 2, 2, 0, 2, 0]","[0, 1, 2, 4, 5, 7]","{0: 0, 1: 4, 2: 10}",6,6,5,3
8,3,"[2, 2, 2, 2, 0, 0, 0]","[0, 1, 2, 3, 5, 7]","{0: 0, 1: 4, 2: 10}",6,7,5,4
8,3,"[2, 2, 2, 2, 2, 0, 0]","[0, 1, 2, 4, 5, 7]","{0: 0, 1: 4, 2: 10}",7,7,5,3
