genus,gonality,torsion,ranks,scrollar invariants,ak,bk,n,ell
11,3,"[0, 2, 2, 2, 2, 2, 2, 2, 2, 0]","[0, 1, 2, 4, 5, 7, 8, 10]","{0: 0, 1: 5, 2: 13}",2,2,7,3
11,3,"[0, 0, 2, 2, 2, 2, 2, 2, 2, 0]","[0, 1, 2, 3, 5, 6, 8, 10]","{0: 0, 1: 5, 2: 13}",2,3,7,4
11,3,"[0, 3, 0, 2, 2, 2, 2, 2, 2, 0]","[0, 1, 2, 3, 5, 6, 8, 10]","{0: 0, 1: 5, 2: 13}",2,4,7,4
11,3,"[0, 3, 3, 0, 2, 2, 2, 2, 2, 0]","[0, 1, 2, 3, 4, 6, 7]","{0: 0, 1: 6, 2: 13}",2,5,6,5
11,3,"[0, 3, 3, 3, 0, 2, 2, 2, 2, 0]","[0, 1, 2, 3, 4, 6, 7]","{0: 0, 1: 6, 2: 13}",2,6,6,5
11,3,"[0, 3, 3, 3, 3, 0, 2, 2, 2, 0]","[0, 1, 2, 3, 4, 5, 7]","{0: 0, 1: 6, 2: 13}",2,7,6,6
11,3,"[0, 3, 3, 3, 3, 3, 0, 2, 2, 0]","[0, 1, 2, 3, 4, 5, 7]","{0: 0, 1: 6, 2: 13}",2,8,6,6
11,3,"[0, 3, 3, 3, 3, 3, 3, 0, 2, 0]","[0, 1, 2, 3, 4, 5, 7]","{0: 0, 1: 6, 2: 13}",2,9,6,6
11,3,"[0, 3, 3, 3, 3, 3, 3, 3, 0, 0]","[0, 1, 2, 3, 4, 5, 7]","{0: 0, 1: 6, 2: 13}",2,10,6,6
11,3,"[2, 0, 2, 2, 2, 2, 2, 2, 2, 0]","[0, 1, 2, 4, 5, 7, 8, 10]","{0: 0, 1: 5, 2: 13}",3,3,7,3
11,3,"[2, 0, 0, 2, 2, 2, 2, 2, 2, 0]","[0, 1, 2, 3, 5, 6, 8, 10]","{0: 0, 1: 5, 2: 13}",3,4,7,4
11,3,"[2, 0, 3, 0, 2, 2, 2, 2, 2, 0]","[0, 1, 2, 3, 4, 6, 7]","{0: 0, 1: 6, 2: 13}",3,5,6,5
11,3,"[2, 0, 3, 3, 0, 2, 2, 2, 2, 0]","[0, 1, 2, 3, 4, 6, 7]","{0: 0, 1: 6, 2: 13}",3,6,6,5
11,3,"[2, 0, 3, 3, 3, 0, 2, 2, 2, 0]","[0, 1, 2, 3, 4, 5, 7]","{0: 0, 1: 6, 2: 13}",3,7,6,6
11,3,"[2, 0, 3, 3, 3, 3, 0, 2, 2, 0]","[0, 1, 2, 3, 4, 5, 7]","{0: 0, 1: 6, 2: 13}",3,8,6,6
11,3,"[2, 0, 3, 3, 3, 3, 3, 0, 2, 0]","[0, 1, 2, 3, 4, 5, 7]","{0: 0, 1: 6, 2: 13}",3,9,6,6
11,3,"[2, 0, 3, 3, 3, 3, 3, 3, 0, 0]","[0, 1, 2, 3, 4, 5, 7]","{0: 0, 1: 6, 2: 13}",3,10,6,6
