genus,gonality,torsion,ranks,scrollar invariants,ak,bk,n,ell
9,3,"[0, 2, 2, 2, 2, 2, 2, 0]","[0, 1, 2, 4, 5, 7, 9]","{0: 0, 1: 4, 2: 11}",2,2,6,3
9,3,"[0, 0, 2, 2, 2, 2, 2, 0]","[0, 1, 2, 3, 5, 6]","{0: 0, 1: 5, 2: 11}",2,3,5,4
9,3,"[0, 3, 0, 2, 2, 2, 2, 0]","[0, 1, 2, 3, 5, 6]","{0: 0, 1: 5, 2: 11}",2,4,5,4
9,3,"[0, 3, 3, 0, 2, 2, 2, 0]","[0, 1, 2, 3, 4, 6]","{0: 0, 1: 5, 2: 11}",2,5,5,5
9,3,"[0, 3, 3, 3, 0, 2, 2, 0]","[0, 1, 2, 3, 4, 6]","{0: 0, 1: 5, 2: 11}",2,6,5,5
9,3,"[0, 3, 3, 3, 3, 0, 2, 0]","[0, 1, 2, 3, 4, 6]","{0: 0, 1: 5, 2: 11}",2,7,5,5
9,3,"[0, 3, 3, 3, 3, 3, 0, 0]","[0, 1, 2, 3, 4, 6]","{0: 0, 1: 5, 2: 11}",2,8,5,5
9,3,"[2, 0, 2, 2, 2, 2, 2, 0]","[0, 1, 2, 4, 5, 7, 9]","{0: 0, 1: 4, 2: 11}",3,3,6,3
9,3,"[2, 0, 0, 2, 2, 2, 2, 0]","[0, 1, 2, 3, 5, 6]","{0: 0, 1: 5, 2: 11}",3,4,5,4
9,3,"[2, 0, 3, 0, 2, 2, 2, 0]","[0, 1, 2, 3, 4, 6]","{0: 0, 1: 5, 2: 11}",3,5,5,5
9,3,"[2, 0, 3, 3, 0, 2, 2, 0]","[0, 1, 2, 3, 4, 6]","{0: 0, 1: 5, 2: 11}",3,6,5,5
9,3,"[2, 0, 3, 3, 3, 0, 2, 0]","[0, 1, 2, 3, 4, 6]","{0: 0, 1: 5, 2: 11}",3,7,5,5
9,3,"[2, 0, 3, 3, 3, 3, 0, 0]","[0, 1, 2, 3, 4, 6]","{0: 0, 1: 5, 2: 11}",3,8,5,5
9,3,"[2, 2, 0, 2, 2, 2, 2, 0]","[0, 1, 2, 4, 5, 7, 9]","{0: 0, 1: 4, 2: 11}",4,4,6,3
9,3,"[2, 2, 0, 0, 2, 2, 2, 0]","[0, 1, 2, 3, 5, 6]","{0: 0, 1: 5, 2: 11}",4,5,5,4
9,3,"[2, 2, 0, 3, 0, 2, 2, 0]","[0, 1, 2, 3, 4, 6]","{0: 0, 1: 5, 2: 11}",4,6,5,5
9,3,"[2, 2, 0, 3, 3, 0, 2, 0]","[0, 1, 2, 3, 4, 6]","{0: 0, 1: 5, 2: 11}",4,7,5,5
9,3,"[2, 2, 0, 3, 3, 3, 0, 0]","[0, 1, 2, 3, 4, 6]","{0: 0, 1: 5, 2: 11}",4,8,5,5
9,3,"[2, 2, 2, 0, 2, 2, 2, 0]","[0, 1, 2, 4, 5, 7, 9]","{0: 0, 1: 4, 2: 11}",5,5,6,3
9,3,"[2, 2, 2, 0, 0, 2, 2, 0]","[0, 1, 2, 3, 5, 6]","{0: 0, 1: 5, 2: 11}",5,6,5,4
9,3,"[2, 2, 2, 0, 3, 0, 2, 0]","[0, 1, 2, 3, 4, 6]","{0: 0, 1: 5, 2: 11}",5,7,5,5
9,3,"[2, 2, 2, 0, 3, 3, 0, 0]","[0, 1, 2, 3, 4, 6]","{0: 0, 1: 5, 2: 11}",5,8,5,5
9,3,"[2, 2, 2, 2, 0, 2, 2, 0]","[0, 1, 2, 4, 5, 7, 9]","{0: 0, 1: 4, 2: 11}",6,6,6,3
9,3,"[2, 2, 2, 2, 0, 0, 2, 0]","[0, 1, 2, 3, 5, 6]","{0: 0, 1: 5, 2: 11}",6,7,5,4
9,3,"[2, 2, 2, 2, 0, 3, 0, 0]","[0, 1, 2, 3, 5, 6]","{0: 0, 1: 5, 2: 11}",6,8,5,4
9,3,"[2, 2, 2, 2, 2, 0, 2, 0]","[0, 1, 2, 4, 5, 7, 9]","{0: 0, 1: 4, 2: 11}",7,7,6,3
9,3,"[2, 2, 2, 2, 2, 0, 0, 0]","[0, 1, 2, 3, 5, 6]","{0: 0, 1: 5, 2: 11}",7,8,5,4
9,3,"[2, 2, 2, 2, 2, 2, 0, 0]","[0, 1, 2, 4, 5, 7, 9]","{0: 0, 1: 4, 2: 11}",8,8,6,3
